"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","ROADACCID","DEATH","1000000HAB","A","1996",171.40442995956,
"LUX","ROADACCID","DEATH","1000000HAB","A","1997",143.04446298725,
"LUX","ROADACCID","DEATH","1000000HAB","A","1998",134.21238521309,
"LUX","ROADACCID","DEATH","1000000HAB","A","1999",134.73488588187,
"LUX","ROADACCID","DEATH","1000000HAB","A","2000",174.19206967683,
"LUX","ROADACCID","DEATH","1000000HAB","A","2001",158.5414189457,
"LUX","ROADACCID","DEATH","1000000HAB","A","2002",138.95892867149,
"LUX","ROADACCID","DEATH","1000000HAB","A","2003",117.35270021921,
"LUX","ROADACCID","DEATH","1000000HAB","A","2004",109.14766587717,
"LUX","ROADACCID","DEATH","1000000HAB","A","2005",101.04093662798,
"LUX","ROADACCID","DEATH","1000000HAB","A","2006",90.978911934529,
"LUX","ROADACCID","DEATH","1000000HAB","A","2007",93.751367207438,
"LUX","ROADACCID","DEATH","1000000HAB","A","2008",71.625908114192,
"LUX","ROADACCID","DEATH","1000000HAB","A","2009",96.427559800154,
"LUX","ROADACCID","DEATH","1000000HAB","A","2010",63.122222375644,
"LUX","ROADACCID","DEATH","1000000HAB","A","2011",63.66391625687,
"LUX","ROADACCID","DEATH","1000000HAB","A","2012",64.03664402783,
"LUX","ROADACCID","DEATH","1000000HAB","A","2013",82.818021201413,
"LUX","ROADACCID","DEATH","1000000HAB","A","2014",62.91354420755,
"LUX","ROADACCID","DEATH","1000000HAB","A","2015",63.201803358122,
"LUX","ROADACCID","DEATH","1000000HAB","A","2016",54.981495290491,
"LUX","ROADACCID","DEATH","1000000HAB","A","2017",58.691744251563,
"LUX","ROADACCID","DEATH","1000000HAB","A","2018",59.215396002961,
"GBR","ROADACCID","DEATH","1000000HAB","A","1994",65.79021837531,
"GBR","ROADACCID","DEATH","1000000HAB","A","1995",64.89250164989,
"GBR","ROADACCID","DEATH","1000000HAB","A","1996",64.297681071468,
"GBR","ROADACCID","DEATH","1000000HAB","A","1997",64.183736345352,
"GBR","ROADACCID","DEATH","1000000HAB","A","1998",61.227133670288,
"GBR","ROADACCID","DEATH","1000000HAB","A","1999",60.733644015574,
"GBR","ROADACCID","DEATH","1000000HAB","A","2000",60.78871076891,
"GBR","ROADACCID","DEATH","1000000HAB","A","2001",60.859605904789,
"GBR","ROADACCID","DEATH","1000000HAB","A","2002",60.316171611147,
"GBR","ROADACCID","DEATH","1000000HAB","A","2003",61.32688340383,
"GBR","ROADACCID","DEATH","1000000HAB","A","2004",56.144651159263,
"GBR","ROADACCID","DEATH","1000000HAB","A","2005",55.230685294595,
"GBR","ROADACCID","DEATH","1000000HAB","A","2006",54.201682191444,
"GBR","ROADACCID","DEATH","1000000HAB","A","2007",49.883841097511,
"GBR","ROADACCID","DEATH","1000000HAB","A","2008",42.794508938673,
"GBR","ROADACCID","DEATH","1000000HAB","A","2009",37.526332261068,
"GBR","ROADACCID","DEATH","1000000HAB","A","2010",30.350650384167,
"GBR","ROADACCID","DEATH","1000000HAB","A","2011",30.983826600595,
"GBR","ROADACCID","DEATH","1000000HAB","A","2012",28.288758523029,
"GBR","ROADACCID","DEATH","1000000HAB","A","2013",27.600930403973,
"GBR","ROADACCID","DEATH","1000000HAB","A","2014",28.698669511725,
"GBR","ROADACCID","DEATH","1000000HAB","A","2015",27.704311271513,
"GBR","ROADACCID","DEATH","1000000HAB","A","2016",28.348648690789,
"GBR","ROADACCID","DEATH","1000000HAB","A","2017",28.096155884255,
"GBR","ROADACCID","DEATH","1000000HAB","A","2018",27.640543058278,"P"
"LTU","ROADACCID","DEATH","1000000HAB","A","1994",209.17962213137,
"LTU","ROADACCID","DEATH","1000000HAB","A","1995",184.89422452166,
"LTU","ROADACCID","DEATH","1000000HAB","A","1996",185.19480021868,
"LTU","ROADACCID","DEATH","1000000HAB","A","1997",203.06914112662,
"LTU","ROADACCID","DEATH","1000000HAB","A","1998",233.56514227611,
"LTU","ROADACCID","DEATH","1000000HAB","A","1999",212.2444624909,
"LTU","ROADACCID","DEATH","1000000HAB","A","2000",183.16713987226,
"LTU","ROADACCID","DEATH","1000000HAB","A","2001",203.41026236466,
"LTU","ROADACCID","DEATH","1000000HAB","A","2002",202.43579343649,
"LTU","ROADACCID","DEATH","1000000HAB","A","2003",207.60052154873,
"LTU","ROADACCID","DEATH","1000000HAB","A","2004",222.67790913735,
"LTU","ROADACCID","DEATH","1000000HAB","A","2005",232.65417176319,
"LTU","ROADACCID","DEATH","1000000HAB","A","2006",232.42237016382,
"LTU","ROADACCID","DEATH","1000000HAB","A","2007",229.01042121206,
"LTU","ROADACCID","DEATH","1000000HAB","A","2008",156.02375188034,
"LTU","ROADACCID","DEATH","1000000HAB","A","2009",116.98065961916,
"LTU","ROADACCID","DEATH","1000000HAB","A","2010",96.536253398948,
"LTU","ROADACCID","DEATH","1000000HAB","A","2011",97.750580806872,
"LTU","ROADACCID","DEATH","1000000HAB","A","2012",101.0786294675,
"LTU","ROADACCID","DEATH","1000000HAB","A","2013",86.554062986338,
"LTU","ROADACCID","DEATH","1000000HAB","A","2014",91.052722936795,
"LTU","ROADACCID","DEATH","1000000HAB","A","2015",83.307228106895,
"LTU","ROADACCID","DEATH","1000000HAB","A","2016",66.94021506636,
"LTU","ROADACCID","DEATH","1000000HAB","A","2017",67.529273586543,
"LTU","ROADACCID","DEATH","1000000HAB","A","2018",61.751684696612,
"LTU","ROADACCID","DEATH","1000000HAB","A","2019",66.024506574462,
"POL","ROADACCID","INJURE","NBR","A","1970",37844,
"POL","ROADACCID","INJURE","NBR","A","1971",36796,"E"
"POL","ROADACCID","INJURE","NBR","A","1972",39194,"E"
"POL","ROADACCID","INJURE","NBR","A","1973",41592,"E"
"POL","ROADACCID","INJURE","NBR","A","1974",43989,"E"
"POL","ROADACCID","INJURE","NBR","A","1975",52018,
"POL","ROADACCID","INJURE","NBR","A","1976",46179,"E"
"POL","ROADACCID","INJURE","NBR","A","1977",45973,"E"
"POL","ROADACCID","INJURE","NBR","A","1978",51691,
"POL","ROADACCID","INJURE","NBR","A","1979",50768,
"POL","ROADACCID","INJURE","NBR","A","1980",52247,
"POL","ROADACCID","INJURE","NBR","A","1981",57472,
"POL","ROADACCID","INJURE","NBR","A","1982",51231,
"POL","ROADACCID","INJURE","NBR","A","1983",53024,
"POL","ROADACCID","INJURE","NBR","A","1984",46305,
"POL","ROADACCID","INJURE","NBR","A","1985",46978,
"POL","ROADACCID","INJURE","NBR","A","1986",47817,
"POL","ROADACCID","INJURE","NBR","A","1987",46897,
"POL","ROADACCID","INJURE","NBR","A","1988",48477,
"POL","ROADACCID","INJURE","NBR","A","1989",60363,
"POL","ROADACCID","INJURE","NBR","A","1990",66944,
"POL","ROADACCID","INJURE","NBR","A","1991",73143,
"POL","ROADACCID","INJURE","NBR","A","1992",67993,
"POL","ROADACCID","INJURE","NBR","A","1993",65153,
"POL","ROADACCID","INJURE","NBR","A","1994",71317,
"POL","ROADACCID","INJURE","NBR","A","1995",77126,
"POL","ROADACCID","INJURE","NBR","A","1996",77778,
"POL","ROADACCID","INJURE","NBR","A","1997",90476,
"POL","ROADACCID","INJURE","NBR","A","1998",84640,
"POL","ROADACCID","INJURE","NBR","A","1999",68449,
"POL","ROADACCID","INJURE","NBR","A","2000",71638,
"POL","ROADACCID","INJURE","NBR","A","2001",68194,
"POL","ROADACCID","INJURE","NBR","A","2002",67498,
"POL","ROADACCID","INJURE","NBR","A","2003",63900,
"POL","ROADACCID","INJURE","NBR","A","2004",64661,
"POL","ROADACCID","INJURE","NBR","A","2005",61191,
"POL","ROADACCID","INJURE","NBR","A","2006",59123,
"POL","ROADACCID","INJURE","NBR","A","2007",63224,
"POL","ROADACCID","INJURE","NBR","A","2008",62097,
"POL","ROADACCID","INJURE","NBR","A","2009",56046,
"POL","ROADACCID","INJURE","NBR","A","2010",48952,
"POL","ROADACCID","INJURE","NBR","A","2011",49501,
"POL","ROADACCID","INJURE","NBR","A","2012",45792,
"POL","ROADACCID","INJURE","NBR","A","2013",44059,
"POL","ROADACCID","INJURE","NBR","A","2014",42545,
"POL","ROADACCID","INJURE","NBR","A","2015",39778,
"POL","ROADACCID","INJURE","NBR","A","2016",40766,
"POL","ROADACCID","INJURE","NBR","A","2017",39466,
"POL","ROADACCID","INJURE","NBR","A","2018",37359,
"POL","ROADACCID","INJURE","NBR","A","2019",35477,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",28651,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",29455,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",29199,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",26146,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",25471,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",24055,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",23545,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",25066,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",25623,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",25837,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",25649,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",25245,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",25535,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",26223,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",25076,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",24302,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",24700,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",23773,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",24544,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",24606,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",23834,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",22821,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",23272,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",22852,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",23527,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",23030,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",21578,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",22075,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",22232,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",23434,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",23737,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",23896,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",23647,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",23840,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",22891,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",21706,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",21491,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",21911,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",20736,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",20506,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",19609,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",18990,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",18148,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",17473,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",17803,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",17736,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",17577,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",17799,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",18033,
"CHE","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",17761,
"RUS","ROADACCID","DEATH","1000000HAB","A","1994",239.872655846,
"RUS","ROADACCID","DEATH","1000000HAB","A","1995",220.99967024943,
"RUS","ROADACCID","DEATH","1000000HAB","A","1996",198.89291538076,
"RUS","ROADACCID","DEATH","1000000HAB","A","1997",187.03263686048,
"RUS","ROADACCID","DEATH","1000000HAB","A","1998",196.52499440919,
"RUS","ROADACCID","DEATH","1000000HAB","A","1999",201.86832332646,
"RUS","ROADACCID","DEATH","1000000HAB","A","2000",201.87334287474,
"RUS","ROADACCID","DEATH","1000000HAB","A","2001",211.78753985865,
"RUS","ROADACCID","DEATH","1000000HAB","A","2002",228.77848331861,
"RUS","ROADACCID","DEATH","1000000HAB","A","2003",246.12748114883,
"RUS","ROADACCID","DEATH","1000000HAB","A","2004",239.5130343096,
"RUS","ROADACCID","DEATH","1000000HAB","A","2005",236.60312577555,
"RUS","ROADACCID","DEATH","1000000HAB","A","2006",228.75975560847,
"RUS","ROADACCID","DEATH","1000000HAB","A","2007",233.24094681931,
"RUS","ROADACCID","DEATH","1000000HAB","A","2008",209.720497417,
"RUS","ROADACCID","DEATH","1000000HAB","A","2009",193.71035049261,"B"
"RUS","ROADACCID","DEATH","1000000HAB","A","2010",185.97899153534,
"RUS","ROADACCID","DEATH","1000000HAB","A","2011",195.52897635485,
"RUS","ROADACCID","DEATH","1000000HAB","A","2012",195.46552795968,
"RUS","ROADACCID","DEATH","1000000HAB","A","2013",188.31834643322,
"RUS","ROADACCID","DEATH","1000000HAB","A","2014",187.44307193705,
"RUS","ROADACCID","DEATH","1000000HAB","A","2015",160.40598244778,
"RUS","ROADACCID","DEATH","1000000HAB","A","2016",140.69324441587,
"RUS","ROADACCID","DEATH","1000000HAB","A","2017",132.09986605926,
"RUS","ROADACCID","DEATH","1000000HAB","A","2018",126.06775875556,
"RUS","ROADACCID","DEATH","1000000HAB","A","2019",117.61850951423,
"EST","ROADACCID","DEATH","NBR","A","1970",252,
"EST","ROADACCID","DEATH","NBR","A","1971",251,
"EST","ROADACCID","DEATH","NBR","A","1972",271,
"EST","ROADACCID","DEATH","NBR","A","1973",249,
"EST","ROADACCID","DEATH","NBR","A","1974",250,
"EST","ROADACCID","DEATH","NBR","A","1975",266,
"EST","ROADACCID","DEATH","NBR","A","1976",264,
"EST","ROADACCID","DEATH","NBR","A","1977",276,
"EST","ROADACCID","DEATH","NBR","A","1978",271,
"EST","ROADACCID","DEATH","NBR","A","1979",304,
"EST","ROADACCID","DEATH","NBR","A","1980",303,
"EST","ROADACCID","DEATH","NBR","A","1981",266,
"EST","ROADACCID","DEATH","NBR","A","1982",265,
"EST","ROADACCID","DEATH","NBR","A","1983",291,
"EST","ROADACCID","DEATH","NBR","A","1984",253,
"EST","ROADACCID","DEATH","NBR","A","1985",191,
"EST","ROADACCID","DEATH","NBR","A","1986",223,
"EST","ROADACCID","DEATH","NBR","A","1987",233,
"EST","ROADACCID","DEATH","NBR","A","1988",268,
"EST","ROADACCID","DEATH","NBR","A","1989",343,
"EST","ROADACCID","DEATH","NBR","A","1990",436,
"EST","ROADACCID","DEATH","NBR","A","1991",491,
"EST","ROADACCID","DEATH","NBR","A","1992",287,
"EST","ROADACCID","DEATH","NBR","A","1993",321,
"EST","ROADACCID","DEATH","NBR","A","1994",364,
"EST","ROADACCID","DEATH","NBR","A","1995",332,
"EST","ROADACCID","DEATH","NBR","A","1996",213,
"EST","ROADACCID","DEATH","NBR","A","1997",279,
"EST","ROADACCID","DEATH","NBR","A","1998",284,
"EST","ROADACCID","DEATH","NBR","A","1999",232,
"EST","ROADACCID","DEATH","NBR","A","2000",204,
"EST","ROADACCID","DEATH","NBR","A","2001",199,
"EST","ROADACCID","DEATH","NBR","A","2002",223,
"EST","ROADACCID","DEATH","NBR","A","2003",164,
"EST","ROADACCID","DEATH","NBR","A","2004",170,
"EST","ROADACCID","DEATH","NBR","A","2005",170,
"EST","ROADACCID","DEATH","NBR","A","2006",204,
"EST","ROADACCID","DEATH","NBR","A","2007",196,
"EST","ROADACCID","DEATH","NBR","A","2008",132,
"EST","ROADACCID","DEATH","NBR","A","2009",100,
"EST","ROADACCID","DEATH","NBR","A","2010",79,
"EST","ROADACCID","DEATH","NBR","A","2011",101,
"EST","ROADACCID","DEATH","NBR","A","2012",87,
"EST","ROADACCID","DEATH","NBR","A","2013",81,
"EST","ROADACCID","DEATH","NBR","A","2014",78,
"EST","ROADACCID","DEATH","NBR","A","2015",67,
"EST","ROADACCID","DEATH","NBR","A","2016",71,
"EST","ROADACCID","DEATH","NBR","A","2017",48,
"EST","ROADACCID","DEATH","NBR","A","2018",67,
"EST","ROADACCID","DEATH","NBR","A","2019",52,
"AUT","ROADACCID","DEATH","NBR","A","1970",2507,
"AUT","ROADACCID","DEATH","NBR","A","1971",2782,
"AUT","ROADACCID","DEATH","NBR","A","1972",2948,
"AUT","ROADACCID","DEATH","NBR","A","1973",2765,
"AUT","ROADACCID","DEATH","NBR","A","1974",2499,
"AUT","ROADACCID","DEATH","NBR","A","1975",2467,
"AUT","ROADACCID","DEATH","NBR","A","1976",2131,
"AUT","ROADACCID","DEATH","NBR","A","1977",2091,
"AUT","ROADACCID","DEATH","NBR","A","1978",2112,
"AUT","ROADACCID","DEATH","NBR","A","1979",2129,
"AUT","ROADACCID","DEATH","NBR","A","1980",1951,
"AUT","ROADACCID","DEATH","NBR","A","1981",1898,
"AUT","ROADACCID","DEATH","NBR","A","1982",1883,
"AUT","ROADACCID","DEATH","NBR","A","1983",1967,
"AUT","ROADACCID","DEATH","NBR","A","1984",1814,
"AUT","ROADACCID","DEATH","NBR","A","1985",1524,
"AUT","ROADACCID","DEATH","NBR","A","1986",1495,
"AUT","ROADACCID","DEATH","NBR","A","1987",1469,
"AUT","ROADACCID","DEATH","NBR","A","1988",1620,
"AUT","ROADACCID","DEATH","NBR","A","1989",1570,
"AUT","ROADACCID","DEATH","NBR","A","1990",1558,
"AUT","ROADACCID","DEATH","NBR","A","1991",1551,
"AUT","ROADACCID","DEATH","NBR","A","1992",1403,
"AUT","ROADACCID","DEATH","NBR","A","1993",1283,
"AUT","ROADACCID","DEATH","NBR","A","1994",1338,
"AUT","ROADACCID","DEATH","NBR","A","1995",1210,
"AUT","ROADACCID","DEATH","NBR","A","1996",1027,
"AUT","ROADACCID","DEATH","NBR","A","1997",1105,
"AUT","ROADACCID","DEATH","NBR","A","1998",963,
"AUT","ROADACCID","DEATH","NBR","A","1999",1079,
"AUT","ROADACCID","DEATH","NBR","A","2000",976,
"AUT","ROADACCID","DEATH","NBR","A","2001",958,
"AUT","ROADACCID","DEATH","NBR","A","2002",956,
"AUT","ROADACCID","DEATH","NBR","A","2003",931,
"AUT","ROADACCID","DEATH","NBR","A","2004",878,
"AUT","ROADACCID","DEATH","NBR","A","2005",768,
"AUT","ROADACCID","DEATH","NBR","A","2006",730,
"AUT","ROADACCID","DEATH","NBR","A","2007",691,
"AUT","ROADACCID","DEATH","NBR","A","2008",679,
"AUT","ROADACCID","DEATH","NBR","A","2009",633,
"AUT","ROADACCID","DEATH","NBR","A","2010",552,
"AUT","ROADACCID","DEATH","NBR","A","2011",523,
"AUT","ROADACCID","DEATH","NBR","A","2012",531,"B"
"AUT","ROADACCID","DEATH","NBR","A","2013",455,
"AUT","ROADACCID","DEATH","NBR","A","2014",430,
"AUT","ROADACCID","DEATH","NBR","A","2015",479,
"AUT","ROADACCID","DEATH","NBR","A","2016",432,
"AUT","ROADACCID","DEATH","NBR","A","2017",414,
"AUT","ROADACCID","DEATH","NBR","A","2018",409,
"AUT","ROADACCID","DEATH","NBR","A","2019",416,
"LUX","ROADACCID","INJURE","NBR","A","1970",2367,
"LUX","ROADACCID","INJURE","NBR","A","1971",2383,
"LUX","ROADACCID","INJURE","NBR","A","1972",2629,
"LUX","ROADACCID","INJURE","NBR","A","1973",2844,
"LUX","ROADACCID","INJURE","NBR","A","1974",2765,
"LUX","ROADACCID","INJURE","NBR","A","1975",2759,
"LUX","ROADACCID","INJURE","NBR","A","1976",2443,
"LUX","ROADACCID","INJURE","NBR","A","1977",2488,
"LUX","ROADACCID","INJURE","NBR","A","1978",2173,
"LUX","ROADACCID","INJURE","NBR","A","1979",2286,
"LUX","ROADACCID","INJURE","NBR","A","1980",2283,
"LUX","ROADACCID","INJURE","NBR","A","1981",2141,
"LUX","ROADACCID","INJURE","NBR","A","1982",1964,
"LUX","ROADACCID","INJURE","NBR","A","1983",2118,
"LUX","ROADACCID","INJURE","NBR","A","1984",2117,
"LUX","ROADACCID","INJURE","NBR","A","1985",1997,
"LUX","ROADACCID","INJURE","NBR","A","1986",1983,
"LUX","ROADACCID","INJURE","NBR","A","1987",1682,
"LUX","ROADACCID","INJURE","NBR","A","1988",1863,
"LUX","ROADACCID","INJURE","NBR","A","1989",1848,
"LUX","ROADACCID","INJURE","NBR","A","1990",1778,
"LUX","ROADACCID","INJURE","NBR","A","1991",1642,
"LUX","ROADACCID","INJURE","NBR","A","1992",1656,
"LUX","ROADACCID","INJURE","NBR","A","1993",1642,
"LUX","ROADACCID","INJURE","NBR","A","1994",1550,
"LUX","ROADACCID","INJURE","NBR","A","1995",1660,
"LUX","ROADACCID","INJURE","NBR","A","1996",1538,
"LUX","ROADACCID","INJURE","NBR","A","1997",1498,
"LUX","ROADACCID","INJURE","NBR","A","1998",1518,
"LUX","ROADACCID","INJURE","NBR","A","1999",1529,
