"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","INFRAINVEST","RAIL","EUR","A","1998",480485898.12977,
"CAN","INFRAINVEST","RAIL","EUR","A","1999",510815412.75147,
"CAN","INFRAINVEST","RAIL","EUR","A","2000",608226371.06184,
"CAN","INFRAINVEST","RAIL","EUR","A","2001",473786687.82,
"CAN","INFRAINVEST","RAIL","EUR","A","2002",452522255.19288,
"CAN","INFRAINVEST","RAIL","EUR","A","2003",489886219.97472,
"CAN","INFRAINVEST","RAIL","EUR","A","2004",356215213.35807,
"CAN","INFRAINVEST","RAIL","EUR","A","2005",580910114.5923,
"CAN","INFRAINVEST","RAIL","EUR","A","2006",598230585.59191,
"CAN","INFRAINVEST","RAIL","EUR","A","2007",645380897.27007,
"CAN","INFRAINVEST","RAIL","EUR","A","2008",616943500.28859,
"CAN","INFRAINVEST","RAIL","EUR","A","2009",493313146.60611,
"CAN","INFRAINVEST","RAIL","EUR","A","2010",697402122.21003,
"CAN","INFRAINVEST","RAIL","EUR","A","2011",869438790.34603,
"CAN","INFRAINVEST","RAIL","EUR","A","2012",1044520547.9452,
"CAN","INFRAINVEST","RAIL","EUR","A","2013",1011400175.3873,
"CAN","INFRAINVEST","RAIL","EUR","A","2014",962574135.93292,
"CAN","INFRAINVEST","RAIL","EUR","A","2015",1065180586.9074,
"CAN","INFRAINVEST","RAIL","EUR","A","2016",796508456.08292,
"CAN","INFRAINVEST","RAIL","EUR","A","2017",918464900.30046,
"CAN","INFRAINVEST","RAIL","EUR","A","2018",1081557966.2789,"P"
"CAN","INFRAINVEST","ROAD","EUR","A","1995",3575646167.5579,
"CAN","INFRAINVEST","ROAD","EUR","A","1996",3335258780.037,
"CAN","INFRAINVEST","ROAD","EUR","A","1997",3476681957.1865,
"CAN","INFRAINVEST","ROAD","EUR","A","1998",3158939202.5979,
"CAN","INFRAINVEST","ROAD","EUR","A","1999",3206155010.4055,
"CAN","INFRAINVEST","ROAD","EUR","A","2000",3725933488.9148,
"CAN","INFRAINVEST","ROAD","EUR","A","2001",4394605898.8967,
"CAN","INFRAINVEST","ROAD","EUR","A","2002",3983679525.2226,
"CAN","INFRAINVEST","ROAD","EUR","A","2003",3936788874.842,
"CAN","INFRAINVEST","ROAD","EUR","A","2004",4173160173.1602,
"CAN","INFRAINVEST","ROAD","EUR","A","2005",5493144333.3113,
"CAN","INFRAINVEST","ROAD","EUR","A","2006",6777840190.9844,
"CAN","INFRAINVEST","ROAD","EUR","A","2007",7804479542.5148,
"CAN","INFRAINVEST","ROAD","EUR","A","2008",8752004104.4058,
"CAN","INFRAINVEST","ROAD","EUR","A","2009",10890108503.659,
"CAN","INFRAINVEST","ROAD","EUR","A","2010",15378704720.088,
"CAN","INFRAINVEST","ROAD","EUR","A","2011",15066152951.439,
"CAN","INFRAINVEST","ROAD","EUR","A","2012",14756382316.314,
"CAN","INFRAINVEST","ROAD","EUR","A","2013",13086085939.784,
"CAN","INFRAINVEST","ROAD","EUR","A","2014",5108668219.7559,"B"
"CAN","INFRAINVEST","ROAD","EUR","A","2015",7214836461.9639,
"CAN","INFRAINVEST","ROAD","EUR","A","2016",7042672778.2188,
"CAN","INFRAINVEST","ROAD","EUR","A","2017",7481340453.8651,
"CAN","INFRAINVEST","ROAD","EUR","A","2018",6578805867.2592,"P"
"CAN","INFRAINVEST","INLAND","PC_GDP","A","1995",0.83838677496131,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","1996",0.73055215554308,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","1997",0.67629162517978,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","1998",0.64675475704021,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","1999",0.58678411640905,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2000",0.53910483017245,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2001",0.59193076751088,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2002",0.55302778086043,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2003",0.56009795915756,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2004",0.55018896782476,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2005",0.64712906166992,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2006",0.70399080020399,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2007",0.78879870253671,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2008",0.88382822430325,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2009",1.1512953268703,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2010",1.3216768112742,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2011",1.2385291555221,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2012",1.1110411803821,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2013",1.0141153970905,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2014",0.44643434781645,"B"
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2015",0.58970581250195,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2016",0.56752347959673,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2017",0.57450071204475,
"CAN","INFRAINVEST","INLAND","PC_GDP","A","2018",0.52709747115281,"P"
"CZE","INFRAINVEST","RAIL","EUR","A","1995",112319717.77401,
"CZE","INFRAINVEST","RAIL","EUR","A","1996",159803372.49827,
"CZE","INFRAINVEST","RAIL","EUR","A","1997",280063374.84999,
"CZE","INFRAINVEST","RAIL","EUR","A","1998",302455737.67765,
"CZE","INFRAINVEST","RAIL","EUR","A","1999",268707141.75319,
"CZE","INFRAINVEST","RAIL","EUR","A","2000",370746942.74207,
"CZE","INFRAINVEST","RAIL","EUR","A","2001",393952562.43871,
"CZE","INFRAINVEST","RAIL","EUR","A","2002",473793692.05357,
"CZE","INFRAINVEST","RAIL","EUR","A","2003",415919504.31339,
"CZE","INFRAINVEST","RAIL","EUR","A","2004",411744609.89729,
"CZE","INFRAINVEST","RAIL","EUR","A","2005",484400022.83005,
"CZE","INFRAINVEST","RAIL","EUR","A","2006",465026007.29757,
"CZE","INFRAINVEST","RAIL","EUR","A","2007",612539717.99324,
"CZE","INFRAINVEST","RAIL","EUR","A","2008",1217156136.0631,
"CZE","INFRAINVEST","RAIL","EUR","A","2009",740621739.72209,
"CZE","INFRAINVEST","RAIL","EUR","A","2010",563179264.56576,
"CZE","INFRAINVEST","RAIL","EUR","A","2011",446822182.0962,
"CZE","INFRAINVEST","RAIL","EUR","A","2012",381534888.53009,
"CZE","INFRAINVEST","RAIL","EUR","A","2013",334664758.03472,
"CZE","INFRAINVEST","RAIL","EUR","A","2014",454245019.21135,
"CZE","INFRAINVEST","RAIL","EUR","A","2015",1164925783.3975,
"CZE","INFRAINVEST","RAIL","EUR","A","2016",681496030.95338,
"CZE","INFRAINVEST","RAIL","EUR","A","2017",565612750.31146,
"CZE","INFRAINVEST","RAIL","EUR","A","2018",741057048.48478,
"CZE","INFRAINVEST","ROAD","EUR","A","1995",282514209.29455,
"CZE","INFRAINVEST","ROAD","EUR","A","1996",305765051.02855,
"CZE","INFRAINVEST","ROAD","EUR","A","1997",382031169.51102,
"CZE","INFRAINVEST","ROAD","EUR","A","1998",374639290.13963,
"CZE","INFRAINVEST","ROAD","EUR","A","1999",322285881.62244,
"CZE","INFRAINVEST","ROAD","EUR","A","2000",308618742.94317,
"CZE","INFRAINVEST","ROAD","EUR","A","2001",302459964.64792,
"CZE","INFRAINVEST","ROAD","EUR","A","2002",518284866.83477,
"CZE","INFRAINVEST","ROAD","EUR","A","2003",625637901.30862,
"CZE","INFRAINVEST","ROAD","EUR","A","2004",1031226395.2836,
"CZE","INFRAINVEST","ROAD","EUR","A","2005",1414691139.589,
"CZE","INFRAINVEST","ROAD","EUR","A","2006",1491555568.1024,
"CZE","INFRAINVEST","ROAD","EUR","A","2007",1493648723.6204,
"CZE","INFRAINVEST","ROAD","EUR","A","2008",2041828598.9022,
"CZE","INFRAINVEST","ROAD","EUR","A","2009",1985424195.2311,
"CZE","INFRAINVEST","ROAD","EUR","A","2010",1719545028.6433,
"CZE","INFRAINVEST","ROAD","EUR","A","2011",1293210027.1664,
"CZE","INFRAINVEST","ROAD","EUR","A","2012",876329247.82667,
"CZE","INFRAINVEST","ROAD","EUR","A","2013",647511082.37902,
"CZE","INFRAINVEST","ROAD","EUR","A","2014",604013684.0041,
"CZE","INFRAINVEST","ROAD","EUR","A","2015",885358255.45171,
"CZE","INFRAINVEST","ROAD","EUR","A","2016",849231713.90313,
"CZE","INFRAINVEST","ROAD","EUR","A","2017",984191254.67197,
"CZE","INFRAINVEST","ROAD","EUR","A","2018",1044764478.5537,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","1995",0.86652752975675,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","1996",0.88322218812523,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","1997",1.2183946189486,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","1998",1.1474154964454,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","1999",0.97711531798055,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2000",1.0334568522308,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2001",0.93485635879483,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2002",1.1591396919203,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2003",1.1931474084306,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2004",1.5153256679959,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2005",1.7417825981621,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2006",1.5934021825337,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2007",1.5326095533027,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2008",2.034707241365,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2009",1.8744614110135,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2010",1.4940451194005,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2011",1.0743091734624,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2012",0.78974618169064,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2013",0.62735961395056,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2014",0.68160496491599,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2015",1.2262328312716,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2016",0.87345401311664,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2017",0.81216230486717,
"CZE","INFRAINVEST","INLAND","PC_GDP","A","2018",0.86154818320686,
"DNK","INFRAINVEST","RAIL","EUR","A","1995",726071706.40499,
"DNK","INFRAINVEST","RAIL","EUR","A","1996",1033587869.2356,
"DNK","INFRAINVEST","RAIL","EUR","A","1997",872255408.99918,
"DNK","INFRAINVEST","RAIL","EUR","A","1998",818021813.91504,
"DNK","INFRAINVEST","RAIL","EUR","A","1999",634649523.91199,
"DNK","INFRAINVEST","RAIL","EUR","A","2000",563873460.51678,
"DNK","INFRAINVEST","RAIL","EUR","A","2001",459730012.61372,
"DNK","INFRAINVEST","RAIL","EUR","A","2002",478433483.61483,
"DNK","INFRAINVEST","RAIL","EUR","A","2003",337922403.00375,
"DNK","INFRAINVEST","RAIL","EUR","A","2004",341536848.61356,
"DNK","INFRAINVEST","RAIL","EUR","A","2005",240884630.35281,
"DNK","INFRAINVEST","RAIL","EUR","A","2006",178171629.28503,
"DNK","INFRAINVEST","RAIL","EUR","A","2007",232055618.18865,
"DNK","INFRAINVEST","RAIL","EUR","A","2008",372988197.42489,
"DNK","INFRAINVEST","RAIL","EUR","A","2009",356687213.78403,
"DNK","INFRAINVEST","RAIL","EUR","A","2010",396390589.75185,
"DNK","INFRAINVEST","RAIL","EUR","A","2011",862871944.91793,
"DNK","INFRAINVEST","RAIL","EUR","A","2012",915795695.7468,
"DNK","INFRAINVEST","RAIL","EUR","A","2013",996124914.52017,
